Centro,Especie,Codigo,AB,DTr,Alt,DCop,ExcCop
CUCIENEGA,Casuarina equisetifolia,C11-3-135,2.93,19.3,12,5.4,0.56
CUCIENEGA,Casuarina equisetifolia,C11-3-136,15.98,45.1,17.4,9.9,0.34
CUCIENEGA,Casuarina equisetifolia,C11-3-137,4.19,23.1,12.5,8.4,0.53
CUCIENEGA,Casuarina equisetifolia,C11-3-138,11.34,38,12.9,7.4,0.23
CUCIENEGA,Eucalyptus camaldulensis,C11-3-139,10.35,36.3,15.6,12.5,0.72
CUCIENEGA,Arecastrum romanzoffianum,C11-3-14,5.39,26.2,5.8,4.9,0.53
CUCIENEGA,Eucalyptus camaldulensis,C11-3-140,15.9,45,14.2,8.4,0.83
CUCIENEGA,Arecastrum romanzoffianum,C11-3-141,4.95,25.1,6.4,4.8,0.47
CUCIENEGA,Cupressus sempervirens,C11-3-142,0.71,9.5,6.2,0.7,0.66
CUCIENEGA,Cupressus sempervirens,C11-3-143,0.25,5.6,4.6,0.6,0.55
CUCIENEGA,Cupressus sempervirens,C11-3-144,0.71,9.5,5.6,0.7,0
CUCIENEGA,Cupressus sempervirens,C11-3-145,0.44,7.5,5.3,0.5,0.6
CUCIENEGA,Cupressus macrocarpa,C11-3-146,1.98,15.9,6.7,3.1,0.53
CUCIENEGA,Casuarina equisetifolia,C11-3-147,19.84,50.3,15.9,9.8,0.73
CUCIENEGA,Casuarina equisetifolia,C11-3-148,11.34,38,11.4,8,0.27
CUCIENEGA,Casuarina equisetifolia,C11-3-149,13.85,42,20.1,7.8,0.27
CUCIENEGA,Ficus benjamina,C11-3-15,8.24,32.4,5.1,6.2,0.3
CUCIENEGA,Arecastrum romanzoffianum,C11-3-150,1.65,14.5,2.7,2.9,0.69
CUCIENEGA,Ficus benjamina,C11-3-151,11.82,38.8,4.6,7.6,0
CUCIENEGA,Cupressus macrocarpa,C11-3-152,3.08,19.8,7,5.2,0.27
CUCIENEGA,Fraxinus uhdei,C11-3-153,4.15,23,9.3,6.9,0.33
CUCIENEGA,Casuarina equisetifolia,C11-3-154,14.59,43.1,15.2,11.5,0.31
CUCIENEGA,Fraxinus uhdei,C11-3-155,2.93,19.3,10.6,8.2,0.3
CUCIENEGA,Fraxinus uhdei,C11-3-155,5.47,26.4,10.6,8.2,0.3
CUCIENEGA,Arecastrum romanzoffianum,C11-3-156,4.79,24.7,7.8,5.5,0.58
CUCIENEGA,Arecastrum romanzoffianum,C11-3-157,4.49,23.9,9.1,5.6,0.59
CUCIENEGA,Ficus benjamina,C11-3-158,6.99,29.8,4.1,4.6,0.21
CUCIENEGA,Grevillea robusta,C11-3-159,0.65,9.1,4.3,5.7,0.32
CUCIENEGA,Ficus benjamina,C11-3-16,2.83,19,4,2.9,0.44
CUCIENEGA,Fraxinus uhdei,C11-3-160,3.56,21.3,10.3,7.1,0.29
CUCIENEGA,Casuarina equisetifolia,C11-3-161,21.4,52.2,18,10.3,0.44
CUCIENEGA,Casuarina equisetifolia,C11-3-162,3.17,20.1,9.8,6.1,0.25
CUCIENEGA,Casuarina equisetifolia,C11-3-163,13.66,41.7,21.9,7.2,0.47
CUCIENEGA,Casuarina equisetifolia,C11-3-164,7.65,31.2,14.5,10.2,0.27
CUCIENEGA,Casuarina equisetifolia,C11-3-165,12.57,40,15.7,12.9,0.64
CUCIENEGA,Casuarina equisetifolia,C11-3-166,10.69,36.9,13.5,8,0.22
CUCIENEGA,Casuarina equisetifolia,C11-3-167,8.6,33.1,12.3,11.5,0.18
CUCIENEGA,Grevillea robusta,C11-3-168,1.25,12.6,6.8,3.9,0.22
CUCIENEGA,Grevillea robusta,C11-3-169,0.79,10,6.8,3.4,0.41
CUCIENEGA,Cupressus sempervirens,C11-3-17,3.51,21.1,9.8,2.9,0.36
CUCIENEGA,Fraxinus uhdei,C11-3-170,8.09,32.1,13.4,10.6,0.45
CUCIENEGA,Fraxinus uhdei,C11-3-171,2.11,16.4,9,6.6,0.41
CUCIENEGA,Fraxinus uhdei,C11-3-172,4.3,23.4,11.3,7.8,0.41
CUCIENEGA,Eucalyptus camaldulensis,C11-3-173,7.31,30.5,16.8,7.4,0.47
CUCIENEGA,Eucalyptus camaldulensis,C11-3-174,13.01,40.7,12.8,11,0.77
CUCIENEGA,Eucalyptus camaldulensis,C11-3-175,3.4,20.8,13,5.5,0.26
CUCIENEGA,Eucalyptus camaldulensis,C11-3-176,3.53,21.2,9.5,7.1,0.29
CUCIENEGA,Casuarina equisetifolia,C11-3-177,8.24,32.4,11.6,8.4,0.61
CUCIENEGA,Fraxinus uhdei,C11-3-178,9.7,35.1,13.6,10.8,0.58
CUCIENEGA,Casuarina equisetifolia,C11-3-179,8.32,32.5,13.1,10.5,0.5
CUCIENEGA,Arecastrum romanzoffianum,C11-3-18,3.3,20.5,5.5,4.6,0.59
CUCIENEGA,Grevillea robusta,C11-3-180,7.07,30,6.6,6.9,0.43
CUCIENEGA,Casuarina equisetifolia,C11-3-181,54.24,83.1,20.4,14.9,0.41
CUCIENEGA,Grevillea robusta,C11-3-182,8.55,33,11.2,8.6,0.36
CUCIENEGA,Eucalyptus camaldulensis,C11-3-183,2.99,19.5,8.5,5.7,0.5
CUCIENEGA,Grevillea robusta,C11-3-184,5.81,27.2,10.6,8,0.31
CUCIENEGA,Casuarina equisetifolia,C11-3-185,10.69,36.9,19.5,9.3,0.37
CUCIENEGA,Casuarina equisetifolia,C11-3-186,21.24,52,17.2,11,0.69
CUCIENEGA,Grevillea robusta,C11-3-187,1.33,13,7.7,5.4,0.58
CUCIENEGA,Grevillea robusta,C11-3-188,1.61,14.3,8,5,0.2
CUCIENEGA,Grevillea robusta,C11-3-189,4.91,25,9.8,6.9,0.37
CUCIENEGA,Ficus benjamina,C11-3-19,5.54,26.5,5,5.3,0.45
CUCIENEGA,Grevillea robusta,C11-3-190,2.75,18.7,8.4,6,0.6
CUCIENEGA,Grevillea robusta,C11-3-191,3.08,19.8,9.7,6,0.6
CUCIENEGA,Eucalyptus camaldulensis,C11-3-192,5.6,26.7,16.8,7,0.43
CUCIENEGA,Eucalyptus camaldulensis,C11-3-193,4.15,23,14.9,3.6,0.23
CUCIENEGA,Ficus benjamina,C11-3-194,6.65,29.1,4.4,5.1,0.2
CUCIENEGA,Ficus benjamina,C11-3-195,3.73,21.8,4.7,4.5,0.21
CUCIENEGA,Ficus benjamina,C11-3-196,7.49,30.9,4.9,5.3,0.19
CUCIENEGA,Casuarina equisetifolia,C11-3-197,21.4,52.2,16.8,11.4,0.13
CUCIENEGA,Casuarina equisetifolia,C11-3-198,13.72,41.8,17.6,9.8,0.82
CUCIENEGA,Casuarina equisetifolia,C11-3-199,10.35,36.3,18,8.4,0.83
CUCIENEGA,Eucalyptus camaldulensis,C11-3-2,20.45,51,16.8,10.7,0.33
CUCIENEGA,Fraxinus uhdei,C11-3-20,0.25,5.6,6.3,2.7,0.27
CUCIENEGA,Casuarina equisetifolia,C11-3-200,23.24,54.4,15.3,9,0.78
CUCIENEGA,Casuarina equisetifolia,C11-3-201,14.79,43.4,17.6,9,0.68
CUCIENEGA,Casuarina equisetifolia,C11-3-202,16.64,46,15.1,8.7,0.68
CUCIENEGA,Casuarina equisetifolia,C11-3-203,16.12,45.3,12,7.7,0.75
CUCIENEGA,Casuarina equisetifolia,C11-3-204,24.54,55.9,16.1,12.5,0.66
CUCIENEGA,Casuarina equisetifolia,C11-3-205,9.95,35.6,13.6,11.6,0.76
CUCIENEGA,Casuarina equisetifolia,C11-3-206,18.32,48.3,12.8,9.7,0.81
CUCIENEGA,Casuarina equisetifolia,C11-3-207,17.5,47.2,15.2,11.8,0.82
CUCIENEGA,Casuarina equisetifolia,C11-3-208,4.71,24.5,17.3,5.1,0.52
CUCIENEGA,Casuarina equisetifolia,C11-3-209,9.46,34.7,18.4,8.5,0.61
CUCIENEGA,Fraxinus uhdei,C11-3-21,7.6,31.1,11.4,9.1,0.21
CUCIENEGA,Casuarina equisetifolia,C11-3-210,16.69,46.1,15.1,11.3,0.66
CUCIENEGA,Casuarina equisetifolia,C11-3-211,11.58,38.4,15.7,6.6,0.72
CUCIENEGA,Casuarina equisetifolia,C11-3-212,10.75,37,15.4,9.4,0.72
CUCIENEGA,Casuarina equisetifolia,C11-3-213,17.13,46.7,16.1,10.6,0.78
CUCIENEGA,Casuarina equisetifolia,C11-3-214,9.84,35.4,17.2,9.3,0.8
CUCIENEGA,Casuarina equisetifolia,C11-3-215,10.01,35.7,17.2,6.7,0.41
CUCIENEGA,Casuarina equisetifolia,C11-3-216,7.21,30.3,17.9,7,0.76
CUCIENEGA,Casuarina equisetifolia,C11-3-217,13.66,41.7,16.3,9.7,0.81
CUCIENEGA,Casuarina equisetifolia,C11-3-218,9.73,35.2,16.5,8,0.8
CUCIENEGA,Casuarina equisetifolia,C11-3-219,4.45,23.8,11,4.4,0.77
CUCIENEGA,Ficus benjamina f. variegata,C11-3-22,2.57,18.1,3.6,2.5,0
CUCIENEGA,Casuarina equisetifolia,C11-3-220,13.27,41.1,16.3,10.1,0.33
CUCIENEGA,Casuarina equisetifolia,C11-3-221,11.4,38.1,3,9.2,0.81
CUCIENEGA,Casuarina equisetifolia,C11-3-222,14.32,42.7,19.4,10.8,0.76
CUCIENEGA,Casuarina equisetifolia,C11-3-223,8.92,33.7,17.9,9.3,0.57
CUCIENEGA,Casuarina equisetifolia,C11-3-224,25.7,57.2,18.2,10.9,0.84
CUCIENEGA,Casuarina equisetifolia,C11-3-225,6.56,28.9,17.3,8.9,0.21
CUCIENEGA,Casuarina equisetifolia,C11-3-226,18.17,48.1,19.4,8.6,0.21
CUCIENEGA,Casuarina equisetifolia,C11-3-227,5.98,27.6,15.9,7,0.4
CUCIENEGA,Casuarina equisetifolia,C11-3-228,24.54,55.9,13.2,9.8,0.64
CUCIENEGA,Casuarina equisetifolia,C11-3-229,4.79,24.7,,7.9,0.87
CUCIENEGA,Ficus benjamina f. variegata,C11-3-23,2.19,16.7,2.7,2,0.57
CUCIENEGA,Casuarina equisetifolia,C11-3-230,28.56,60.3,20.1,12.7,0.32
CUCIENEGA,Casuarina equisetifolia,C11-3-231,9.03,33.9,15.8,9.4,0.73
CUCIENEGA,Casuarina equisetifolia,C11-3-232,5.98,27.6,15.2,7.2,0.68
CUCIENEGA,Cupressus macrocarpa,C11-3-233,0.25,5.6,2.5,3.6,0
CUCIENEGA,Pinus douglasiana,C11-3-234,9.79,35.3,9.9,9.4,0.65
CUCIENEGA,Psidium guajava ,C11-3-235,0.66,9.2,2.8,6.2,0.39
CUCIENEGA,Ficus benjamina,C11-3-236,3.29,20.5,3.2,2.3,0.4
CUCIENEGA,Casuarina equisetifolia,C11-3-237,3.5,21.1,9.3,6.6,0.78
CUCIENEGA,Casuarina equisetifolia,C11-3-238,3.94,22.4,8,4.1,0.47
CUCIENEGA,Casuarina equisetifolia,C11-3-239,34.03,65.8,16.7,13.9,0.41
CUCIENEGA,Fraxinus uhdei,C11-3-24,8.24,32.4,12.3,10.3,0.2
CUCIENEGA,Casuarina equisetifolia,C11-3-240,13.07,40.8,15.2,10.9,0.6
CUCIENEGA,Casuarina equisetifolia,C11-3-241,4.49,23.9,10.9,5,0.95
CUCIENEGA,Casuarina equisetifolia,C11-3-242,2.52,17.9,6.9,3.5,0.77
CUCIENEGA,Casuarina equisetifolia,C11-3-243,1.43,13.5,5.4,3.6,0.39
CUCIENEGA,Casuarina equisetifolia,C11-3-244,18.25,48.2,17.5,9.7,0.53
CUCIENEGA,Casuarina equisetifolia,C11-3-245,5.52,26.5,10.6,9.7,0.34
CUCIENEGA,Casuarina equisetifolia,C11-3-246,6.7,29.2,16.4,5.6,0.69
CUCIENEGA,Casuarina equisetifolia,C11-3-247,5.35,26.1,16.4,8.9,0.67
CUCIENEGA,Casuarina equisetifolia,C11-3-248,7.12,30.1,14,7.3,0.76
CUCIENEGA,Casuarina equisetifolia,C11-3-249,7.16,30.2,10.6,6.7,0.51
CUCIENEGA,Ficus benjamina f. variegata,C11-3-25,3.2,20.2,4.1,3.3,0.41
CUCIENEGA,Casuarina equisetifolia,C11-3-250,7.65,31.2,12.7,7.5,0.41
CUCIENEGA,Grevillea robusta,C11-3-251,7.45,30.8,11.4,8.4,0.26
CUCIENEGA,Grevillea robusta,C11-3-252,8.66,33.2,11.6,9.1,0.35
CUCIENEGA,Ficus benjamina,C11-3-253,20.53,51.1,4.3,5.2,0.65
CUCIENEGA,Ficus benjamina,C11-3-254,9.67,35.1,4.6,4.3,0.41
CUCIENEGA,Ficus benjamina,C11-3-255,12.26,39.5,3.9,4.7,0.47
CUCIENEGA,Ficus benjamina,C11-3-256,5.56,26.6,4.2,4.5,0.29
CUCIENEGA,Ficus benjamina,C11-3-257,3.02,19.6,4.1,4.3,0.56
CUCIENEGA,Ficus benjamina,C11-3-258,2.93,19.3,4.7,3.9,0.31
CUCIENEGA,Arecastrum romanzoffianum,C11-3-259,3.17,20.1,7.3,5.5,0.5
CUCIENEGA,Ficus benjamina,C11-3-26,6.83,29.5,4.7,6.7,0.34
CUCIENEGA,Ficus benjamina,C11-3-260,1.27,12.7,4.2,3.6,0.53
CUCIENEGA,Ficus benjamina,C11-3-261,2.94,19.3,3.9,3.8,0
CUCIENEGA,Ficus benjamina,C11-3-262,2.63,18.3,4.3,4.2,0.56
CUCIENEGA,Ficus benjamina,C11-3-263,4.91,25,4.2,4.1,0.42
CUCIENEGA,Ficus benjamina,C11-3-264,5.85,27.3,4.3,3.9,0.63
CUCIENEGA,Arecastrum romanzoffianum,C11-3-265,3.77,21.9,7.8,5.8,0.6
CUCIENEGA,Arecastrum romanzoffianum,C11-3-266,3.37,20.7,7,5.6,0.36
CUCIENEGA,Arecastrum romanzoffianum,C11-3-267,2.63,18.3,5.5,6.7,0.37
CUCIENEGA,Arecastrum romanzoffianum,C11-3-268,2.46,17.7,5.4,4.9,0.2
CUCIENEGA,Fraxinus uhdei,C11-3-269,2.43,17.6,10.8,7.9,0.4
CUCIENEGA,Phoenix canariensis,C11-3-27,77.44,99.3,5.5,6.9,0.43
CUCIENEGA,Fraxinus uhdei,C11-3-270,12.38,39.7,14.4,10.8,0.48
CUCIENEGA,Fraxinus uhdei,C11-3-271,3.17,20.1,11.8,7.7,0.6
CUCIENEGA,Fraxinus uhdei,C11-3-272,5.35,26.1,10.5,9.6,0.45
CUCIENEGA,Ficus benjamina,C11-3-273,3.6,21.4,4,4.4,0.21
CUCIENEGA,Casuarina equisetifolia,C11-3-274,12.88,40.5,18.4,5.4,0.37
CUCIENEGA,Casuarina equisetifolia,C11-3-275,4.45,23.8,12,7.2,0.45
CUCIENEGA,Casuarina equisetifolia,C11-3-276,5.23,25.8,11.8,6.7,0.17
CUCIENEGA,Casuarina equisetifolia,C11-3-277,5.9,27.4,12.8,6.3,0.18
CUCIENEGA,Ficus benjamina,C11-3-278,7.4,30.7,3.8,5.1,0.49
CUCIENEGA,Casuarina equisetifolia,C11-3-279,4.91,25,6.4,5,0.2
CUCIENEGA,Ficus benjamina,C11-3-28,9.84,35.4,4.7,5.6,0.19
CUCIENEGA,Casuarina equisetifolia,C11-3-280,5.43,26.3,5.6,6.6,0.41
CUCIENEGA,Casuarina equisetifolia,C11-3-281,12.32,39.6,16.8,9.9,0.46
CUCIENEGA,Ficus benjamina,C11-3-282,3.2,20.2,4.6,4.4,0.21
CUCIENEGA,Ficus benjamina,C11-3-283,3.14,20,4.6,4.5,0.21
CUCIENEGA,Fraxinus uhdei,C11-3-284,4.68,24.4,11.1,6.2,0.25
CUCIENEGA,Fraxinus uhdei,C11-3-285,5.56,26.6,14.4,7.6,0.44
CUCIENEGA,Fraxinus uhdei,C11-3-286,5.03,25.3,12.3,8.2,0.22
CUCIENEGA,Fraxinus uhdei,C11-3-287,4.41,23.7,10,8.2,0.61
CUCIENEGA,Ficus benjamina,C11-3-288,6.69,29.2,3.9,4.9,0.28
CUCIENEGA,Casuarina equisetifolia,C11-3-289,11.4,38.1,8.5,9.7,0.52
CUCIENEGA,Washingtonia filifera,C11-3-29,3.02,19.6,2.7,2.5,0.47
CUCIENEGA,Casuarina equisetifolia,C11-3-290,32.26,64.1,10.5,12.9,0.3
CUCIENEGA,Ficus benjamina f. variegata,C11-3-291,2.69,18.5,3.9,3.5,0.4
CUCIENEGA,Ficus benjamina,C11-3-292,2.97,19.4,3.9,4.5,0.4
CUCIENEGA,Eucalyptus camaldulensis,C11-3-293,5.47,26.4,16.7,8.9,0.45
CUCIENEGA,Casuarina equisetifolia,C11-3-294,7.07,30,15.6,10.3,0.71
CUCIENEGA,Casuarina equisetifolia,C11-3-295,15.15,43.9,13,11,0.7
CUCIENEGA,Cupressus sempervirens,C11-3-296,0.38,7,4.8,0.8,0.75
CUCIENEGA,Cupressus sempervirens,C11-3-297,0.27,5.9,4.1,0.9,0.46
CUCIENEGA,Pinus douglasiana,C11-3-298,0.95,11,5.6,4.9,0.28
CUCIENEGA,Pinus douglasiana,C11-3-299,1.62,14.4,5.1,4.6,0.21
CUCIENEGA,Ficus benjamina f. variegata,C11-3-3,3.05,19.7,4.1,3,0.26
CUCIENEGA,Cupressus macrocarpa,C11-3-30,2,16,6.7,3.1,0.67
CUCIENEGA,Casuarina equisetifolia,C11-3-300,4.52,24,7.3,8.1,0.31
CUCIENEGA,Casuarina equisetifolia,C11-3-301,2.38,17.4,5.5,5.8,0.4
CUCIENEGA,Casuarina equisetifolia,C11-3-302,6.83,29.5,13.9,7,0
CUCIENEGA,Casuarina equisetifolia,C11-3-303,1.13,12,6.6,6.2,0
CUCIENEGA,Casuarina equisetifolia,C11-3-304,4.37,23.6,13.5,5.5,0.26
CUCIENEGA,Casuarina equisetifolia,C11-3-305,2.14,16.5,14.7,4.5,0.55
CUCIENEGA,Casuarina equisetifolia,C11-3-306,2.69,18.5,9.2,4.8,0.72
CUCIENEGA,Casuarina equisetifolia,C11-3-307,7.6,31.1,15,7.2,0.39
CUCIENEGA,Casuarina equisetifolia,C11-3-308,13.85,42,15.3,10.3,0.47
CUCIENEGA,Casuarina equisetifolia,C11-3-309,10.18,36,17.4,8.9,0.29
CUCIENEGA,Fraxinus uhdei,C11-3-31,4.26,23.3,9.3,6.2,0.5
CUCIENEGA,Casuarina equisetifolia,C11-3-310,19.24,49.5,22.6,11.8,0.54
CUCIENEGA,Casuarina equisetifolia,C11-3-311,14.93,43.6,15.4,9.1,0.79
CUCIENEGA,Casuarina equisetifolia,C11-3-312,5.03,25.3,13.1,6.3,0.52
CUCIENEGA,Casuarina equisetifolia,C11-3-313,8.55,33,12.6,10.1,0.81
CUCIENEGA,Casuarina equisetifolia,C11-3-314,13.62,41.7,13,8.7,0.63
CUCIENEGA,Casuarina equisetifolia,C11-3-315,8.5,32.9,13,7.3,0.55
CUCIENEGA,Casuarina equisetifolia,C11-3-316,5.94,27.5,14,6.7,0.29
CUCIENEGA,Casuarina equisetifolia,C11-3-317,0.79,10,10.6,5.6,0.44
CUCIENEGA,Casuarina equisetifolia,C11-3-318,1.56,14.1,8.4,4.2,0.56
CUCIENEGA,Casuarina equisetifolia,C11-3-319,2.09,16.3,9.6,4.9,0.6
CUCIENEGA,Casuarina equisetifolia,C11-3-32,21.57,52.4,14.6,10.5,0.44
CUCIENEGA,Fraxinus uhdei,C11-3-320,0.8,10.1,4.7,4,0.77
CUCIENEGA,Prosopis glandulosa,C11-3-321,17.93,47.8,6.5,9.7,0.28
CUCIENEGA,Fraxinus uhdei,C11-3-322,0.79,10,3.7,2.8,0.26
CUCIENEGA,Fraxinus uhdei,C11-3-323,1.54,14,4.8,4.2,0.46
CUCIENEGA,Fraxinus uhdei,C11-3-324,1.13,12,4.8,3.5,0.33
CUCIENEGA,Casuarina equisetifolia,C11-3-325,19.95,50.4,13.6,8.8,0.45
CUCIENEGA,Casuarina equisetifolia,C11-3-326,10.41,36.4,11.2,6.7,0.65
CUCIENEGA,Pinus douglasiana,C11-3-327,1.33,13,5.1,4.5,0.68
CUCIENEGA,Casuarina equisetifolia,C11-3-328,12.38,39.7,11.5,7.7,0.16
CUCIENEGA,Pinus douglasiana,C11-3-329,1.77,15,4.6,5.1,0.64
CUCIENEGA,Dypsis lutescens,C11-3-33,0.71,9.5,2.9,3.3,0.46
CUCIENEGA,Casuarina equisetifolia,C11-3-330,3.08,19.8,10.2,4.3,0.68
CUCIENEGA,Casuarina equisetifolia,C11-3-331,14.79,43.4,15.9,10,0.68
CUCIENEGA,Casuarina equisetifolia,C11-3-332,14.45,42.9,14.4,10.9,0.84
CUCIENEGA,Fraxinus uhdei,C11-3-333,3.11,19.9,6,5.9,0.52
CUCIENEGA,Casuarina equisetifolia,C11-3-334,4.41,23.7,10.2,7.1,0.57
CUCIENEGA,Fraxinus uhdei,C11-3-335,1.99,15.9,6,5,0.2
CUCIENEGA,Fraxinus uhdei,C11-3-336,7.65,31.2,9.5,7.8,0.5
CUCIENEGA,Fraxinus uhdei,C11-3-337,2.35,17.3,6.2,3.9,0.55
CUCIENEGA,Fraxinus uhdei,C11-3-338,1.41,13.4,6.5,3.9,0.61
CUCIENEGA,Ficus microcarpa,C11-3-339,4.23,23.2,4.7,5,0.2
CUCIENEGA,Casuarina equisetifolia,C11-3-34,42.2,73.3,23.2,15.4,0.2
CUCIENEGA,Ficus microcarpa,C11-3-340,4.32,23.4,3.9,4.5,0.73
CUCIENEGA,Ficus microcarpa,C11-3-341,3.6,21.4,6.3,4.7,0.57
CUCIENEGA,Ficus microcarpa,C11-3-342,4.79,24.7,4.6,4.7,0.71
CUCIENEGA,Ficus benjamina,C11-3-343,4.87,24.9,4,4.2,0.64
CUCIENEGA,Ficus benjamina,C11-3-344,6.22,28.2,4,3.9,0.66
CUCIENEGA,Ficus benjamina,C11-3-345,3.2,20.2,4.4,3.7,0.53
CUCIENEGA,Ficus benjamina,C11-3-346,6.2,28.1,4.5,4.8,0.34
CUCIENEGA,Ficus benjamina,C11-3-347,7.31,30.5,4.7,4.1,0.42
CUCIENEGA,Ficus benjamina,C11-3-348,4.99,25.2,4.5,3.7,0.69
CUCIENEGA,Ficus benjamina,C11-3-349,7.44,30.8,4.5,3.9,0.58
CUCIENEGA,Arecastrum romanzoffianum,C11-3-35,7.31,30.5,9.5,6.5,0.38
CUCIENEGA,Arecastrum romanzoffianum,C11-3-350,4.45,23.8,7.5,6,0.31
CUCIENEGA,Cupressus macrocarpa,C11-3-351,0.51,8.1,3.4,1.9,0
CUCIENEGA,Arecastrum romanzoffianum,C11-3-352,5.03,25.3,6.6,3.5,0.98
CUCIENEGA,Cupressus macrocarpa,C11-3-353,0.53,8.2,3.5,2.1,0.5
CUCIENEGA,Eucalyptus camaldulensis,C11-3-354,13.99,42.2,12.4,8.6,0.33
CUCIENEGA,Eucalyptus camaldulensis,C11-3-355,11.82,38.8,14.4,10,0.14
CUCIENEGA,Eucalyptus camaldulensis,C11-3-356,5.03,25.3,8.2,8.2,0.45
CUCIENEGA,Eucalyptus camaldulensis,C11-3-357,17.95,47.8,18.7,9.7,0.56
CUCIENEGA,Eucalyptus camaldulensis,C11-3-358,13.01,40.7,17.3,10,0.66
CUCIENEGA,Phoenix canariensis,C11-3-359,58.09,86,7,7.6,0.48
CUCIENEGA,Ficus benjamina,C11-3-36,6.45,28.7,3.4,3.3,0.55
CUCIENEGA,Arecastrum romanzoffianum,C11-3-360,1.29,12.8,2.9,4.1,0.22
CUCIENEGA,Ficus benjamina,C11-3-361,8.94,33.7,5,6.7,0.24
CUCIENEGA,Jacaranda mimosifolia,C11-3-362,4.95,25.1,8.2,8.9,0.55
CUCIENEGA,Eucalyptus camaldulensis,C11-3-363,11.28,37.9,13.6,7.5,0.46
CUCIENEGA,Casuarina equisetifolia,C11-3-364,11.46,38.2,12,7.1,0.45
CUCIENEGA,Eucalyptus camaldulensis,C11-3-365,12.38,39.7,19.4,7.5,0.16
CUCIENEGA,Eucalyptus camaldulensis,C11-3-366,10.69,36.9,19.9,9.9,0.24
CUCIENEGA,Casuarina equisetifolia,C11-3-367,12.01,39.1,19.9,8.6,0.76
CUCIENEGA,Eucalyptus camaldulensis,C11-3-368,9.08,34,13.3,9,0.53
CUCIENEGA,Casuarina equisetifolia,C11-3-369,4.15,23,13.7,6.6,0.61
CUCIENEGA,Ficus benjamina,C11-3-37,4.47,23.8,3.3,3,0.48
CUCIENEGA,Eucalyptus camaldulensis,C11-3-370,2.6,18.2,15.4,3.9,0.66
CUCIENEGA,Eucalyptus camaldulensis,C11-3-371,7.69,31.3,16.3,6.3,0.68
CUCIENEGA,Eucalyptus camaldulensis,C11-3-372,16.91,46.4,18,7,0.43
CUCIENEGA,Eucalyptus camaldulensis,C11-3-373,5.03,25.3,10.3,5.9,0.7
CUCIENEGA,Eucalyptus camaldulensis,C11-3-374,10.99,37.4,18,6.7,0.24
CUCIENEGA,Eucalyptus camaldulensis,C11-3-375,14.7,43.3,15.7,7.1,0.23
CUCIENEGA,Casuarina equisetifolia,C11-3-377,13.07,40.8,18,8.2,0.42
CUCIENEGA,Eucalyptus camaldulensis,C11-3-378,12.88,40.5,17.9,7,0.17
CUCIENEGA,Casuarina equisetifolia,C11-3-379,7.16,30.2,9.4,6.2,0.18
CUCIENEGA,Laburnum anagyroides,C11-3-38,4.55,24.1,5.8,8.1,0.45
CUCIENEGA,Eucalyptus camaldulensis,C11-3-380,11.58,38.4,16.7,5.7,0.59
CUCIENEGA,Casuarina equisetifolia,C11-3-381,5.11,25.5,6.4,4.3,0.21
CUCIENEGA,Eucalyptus camaldulensis,C11-3-382,18.86,49,19,10.7,0.47
CUCIENEGA,Eucalyptus camaldulensis,C11-3-383,13.14,40.9,15.2,10.1,0.65
CUCIENEGA,Juniperus deppeana,C11-3-384,2.87,19.1,6.1,5.2,0.52
CUCIENEGA,Casuarina equisetifolia,C11-3-385,21.32,52.1,18.6,9.6,0.61
CUCIENEGA,Eucalyptus camaldulensis,C11-3-386,19.63,50,16.4,11.4,0.82
CUCIENEGA,Casuarina equisetifolia,C11-3-387,7.16,30.2,15.7,6.5,0.24
CUCIENEGA,Eucalyptus camaldulensis,C11-3-388,8.92,33.7,11.2,7.4,0.7
CUCIENEGA,Casuarina equisetifolia,C11-3-389,25.43,56.9,17.7,11.1,0.32
CUCIENEGA,Ficus benjamina f. variegata,C11-3-39,7.99,31.9,3.5,3.3,0.24
CUCIENEGA,Eucalyptus camaldulensis,C11-3-390,8.55,33,13.2,6.1,0.35
CUCIENEGA,Casuarina equisetifolia,C11-3-391,8.6,33.1,18.1,8.8,0.72
CUCIENEGA,Eucalyptus camaldulensis,C11-3-392,26.88,58.5,17.6,12.2,0.64
CUCIENEGA,Casuarina equisetifolia,C11-3-393,11.4,38.1,18.2,9.7,0.7
CUCIENEGA,Eucalyptus camaldulensis,C11-3-394,12.32,39.6,17.8,8.1,0.59
CUCIENEGA,Casuarina equisetifolia,C11-3-395,6.7,29.2,10,6.2,0.39
CUCIENEGA,Eucalyptus camaldulensis,C11-3-396,20.43,51,19,10.7,0.43
CUCIENEGA,Casuarina equisetifolia,C11-3-397,24.81,56.2,10.4,8.4,0.83
CUCIENEGA,Eucalyptus camaldulensis,C11-3-398,16.62,46,15.9,10.6,0.53
CUCIENEGA,Fraxinus uhdei,C11-3-399,2.32,17.2,6.6,6.1,0.57
CUCIENEGA,Ficus benjamina f. variegata,C11-3-4,3.33,20.6,4,4.3,0.21
CUCIENEGA,Ficus benjamina,C11-3-40,1.89,15.5,3.4,2.7,0.6
CUCIENEGA,Ficus benjamina,C11-3-400,0.3,6.2,3.8,2,0.43
CUCIENEGA,Ficus benjamina,C11-3-401,0.37,6.9,4.3,2.8,0.55
CUCIENEGA,Ficus benjamina,C11-3-402,0.42,7.3,3.3,3,0.35
