Centro,Especie,Codigo,AB,DTr,Alt,DCop,ExcCop
CUCOSTA,Pithecellobium lanceolatum,C10-3-1269,1.16,12.2,2.4,4,0.77
CUCOSTA,Pithecellobium lanceolatum,C10-3-127,1.74,14.9,8.9,6.3,0.45
CUCOSTA,Pithecellobium lanceolatum,C10-3-1270,10.12,35.9,10.8,12.9,0.21
CUCOSTA,Pithecellobium lanceolatum,C10-3-1271,0.26,5.8,5.7,1.7,0.88
CUCOSTA,Pithecellobium lanceolatum,C10-3-1272,11.99,39.1,17.8,9.7,0.37
CUCOSTA,Pithecellobium lanceolatum,C10-3-1273,8.35,32.6,15.4,7.3,0.71
CUCOSTA,Acacia macracantha,C10-3-1274,0.5,8,3.5,3.4,0.41
CUCOSTA,Acacia macracantha,C10-3-1275,0.48,7.8,2.7,4.6,0.21
CUCOSTA,Acacia macracantha,C10-3-1276,3.39,20.8,,5.1,0.91
CUCOSTA,Pithecellobium dulce,C10-3-1277,5.06,25.4,16.6,6.8,0.81
CUCOSTA,Pithecellobium lanceolatum,C10-3-1278,1.65,14.5,5.7,6.7,0.41
CUCOSTA,Pithecellobium lanceolatum,C10-3-1279,6.53,28.8,11,8.2,0.3
CUCOSTA,Salix bonplandiana,C10-3-128,24.78,56.2,13.3,15.7,0.74
CUCOSTA,Pithecellobium lanceolatum,C10-3-1280,5.89,27.4,6.4,9.1,0.62
CUCOSTA,Pithecellobium lanceolatum,C10-3-1281,1.37,13.2,5.4,5.2,0.91
CUCOSTA,Pithecellobium lanceolatum,C10-3-1282,1.33,13,6.5,5.6,0.57
CUCOSTA,Bursera simaruba ,C10-3-1283,0.25,5.6,4.2,5,0.38
CUCOSTA,Pithecellobium lanceolatum,C10-3-1284,11.11,37.6,10.9,11.7,0.4
CUCOSTA,Pithecellobium lanceolatum,C10-3-1285,9.33,34.5,11.6,11.4,0.42
CUCOSTA,Pithecellobium lanceolatum,C10-3-1286,6.82,29.5,8,2.6,0.38
CUCOSTA,Pithecellobium lanceolatum,C10-3-1287,0.22,5.3,1.7,2.6,0.38
CUCOSTA,Pithecellobium lanceolatum,C10-3-1288,21.2,51.9,23.5,15.4,0
CUCOSTA,Salix bonplandiana,C10-3-1289,0.33,6.5,2.8,3.4,0.9
CUCOSTA,Acacia macracantha,C10-3-129,1.08,11.7,2.2,6,0.51
CUCOSTA,Salix bonplandiana,C10-3-1290,0.54,8.3,6,5,0.55
CUCOSTA,Salix bonplandiana,C10-3-1291,0.68,9.3,6.4,3,0.48
CUCOSTA,Salix bonplandiana,C10-3-1292,0.25,5.6,5.1,3.4,0.33
CUCOSTA,Salix bonplandiana,C10-3-1293,0.2,5.1,2.9,2.5,0.75
CUCOSTA,Salix bonplandiana,C10-3-1294,0.83,10.3,7.6,3.8,0.23
CUCOSTA,Salix bonplandiana,C10-3-1295,0.69,9.4,6.3,2.5,0.72
CUCOSTA,Salix bonplandiana,C10-3-1296,0.26,5.7,4.5,3.6,0.68
CUCOSTA,Salix bonplandiana,C10-3-1297,1.49,13.8,7.5,5.3,0.78
CUCOSTA,Salix bonplandiana,C10-3-1298,0.22,5.3,4.8,3.8,0.76
CUCOSTA,Pithecellobium dulce,C10-3-13,8.1,32.1,7.5,9.5,0.61
CUCOSTA,Tabebuia rosea,C10-3-130,0.92,10.8,6.3,4.2,0.3
CUCOSTA,Salix bonplandiana,C10-3-1300,7.18,30.2,11,11.3,0.38
CUCOSTA,Salix bonplandiana,C10-3-1301,20.07,50.5,13.4,12.3,0.47
CUCOSTA,Pithecellobium lanceolatum,C10-3-1302,0.59,8.7,4.6,6.9,0.24
CUCOSTA,Pithecellobium lanceolatum,C10-3-1303,0.63,9,6.6,6.9,0.46
CUCOSTA,Salix bonplandiana,C10-3-1304,51.05,80.6,15.1,16.2,0.79
CUCOSTA,Pithecellobium dulce,C10-3-1305,1.49,13.8,4.3,6.5,0.88
CUCOSTA,Pithecellobium dulce,C10-3-1306,6.17,28,8.1,8.9,0.21
CUCOSTA,Pithecellobium dulce,C10-3-1307,0.64,9,6.1,3.5,0.66
CUCOSTA,Pithecellobium dulce,C10-3-1308,2.54,18,5.2,6.4,0.81
CUCOSTA,Salix bonplandiana,C10-3-1309,24.17,55.5,17.2,11.9,0.22
CUCOSTA,Tabebuia rosea,C10-3-131,0.82,10.2,6.6,4.2,0.5
CUCOSTA,Pithecellobium dulce,C10-3-1310,12.71,40.2,16.6,13.5,0.35
CUCOSTA,Pithecellobium dulce,C10-3-1311,0.57,8.5,9.4,2.9,0.71
CUCOSTA,Acacia hindsii,C10-3-1312,0.24,5.5,9,2.6,0.27
CUCOSTA,Pithecellobium dulce,C10-3-1313,11.7,38.6,12.7,14.9,0.76
CUCOSTA,Salix bonplandiana,C10-3-1314,27.98,59.7,17.3,11.5,0.4
CUCOSTA,Salix bonplandiana,C10-3-1315,57.41,85.5,23.2,14.3,0.69
CUCOSTA,Salix bonplandiana,C10-3-1316,11.5,38.3,11.3,6.8,0.86
CUCOSTA,Bursera simaruba,C10-3-1317,1.45,13.6,9.6,6.1,0.72
CUCOSTA,Pithecellobium lanceolatum,C10-3-1318,0.99,11.2,11.3,7.2,0.36
CUCOSTA,Pithecellobium dulce,C10-3-1319,0.32,6.4,5.7,6.6,0.71
CUCOSTA,Pithecellobium lanceolatum,C10-3-132,16.34,45.6,12.2,12.3,0.13
CUCOSTA,Pithecellobium lanceolatum,C10-3-1320,2.63,18.3,5.1,5,0.38
CUCOSTA,Pithecellobium dulce,C10-3-1321,3.39,20.8,5.9,10,0.75
CUCOSTA,Pithecellobium dulce,C10-3-1323,2.68,18.5,7.9,6.9,0.63
CUCOSTA,Pithecellobium dulce,C10-3-1324,3.53,21.2,12.3,7,0.57
CUCOSTA,Pithecellobium dulce,C10-3-1325,1.08,11.7,4.1,6.4,0.77
CUCOSTA,Pithecellobium dulce,C10-3-1326,4.99,25.2,5.2,7.8,0.35
CUCOSTA,Guazuma ulmifolia,C10-3-1328,2.14,16.5,9.2,10,0.57
CUCOSTA,Guazuma ulmifolia,C10-3-1329,0.41,7.2,3.8,3.9,0.52
CUCOSTA,Tabebuia rosea,C10-3-133,1.5,13.8,9.6,5.5,0.48
CUCOSTA,Guazuma ulmifolia,C10-3-1330,2.35,17.3,8,6.4,0.56
CUCOSTA,Guazuma ulmifolia,C10-3-1331,2.28,17,8.2,6.7,0.57
CUCOSTA,Guazuma ulmifolia,C10-3-1332,0.58,8.6,9.8,3.5,0.66
CUCOSTA,Guazuma ulmifolia,C10-3-1333,1.54,14,12.7,4.3,0.71
CUCOSTA,Guazuma ulmifolia,C10-3-1334,0.72,9.6,4,7.5,0.66
CUCOSTA,Guazuma ulmifolia,C10-3-1335,5.05,25.4,8,9.4,0.66
CUCOSTA,Guazuma ulmifolia,C10-3-1337,4.58,24.2,6.3,9.8,0.6
CUCOSTA,Guazuma ulmifolia,C10-3-1338,0.35,6.7,7.7,1.8,0.66
CUCOSTA,Guazuma ulmifolia,C10-3-1339,0.69,9.4,7.7,5.5,0.55
CUCOSTA,Tabebuia rosea,C10-3-134,2.81,18.9,11.6,6.9,0.33
CUCOSTA,Guazuma ulmifolia,C10-3-1340,0.71,9.5,7.8,4.8,0.69
CUCOSTA,Guazuma ulmifolia,C10-3-1341,3.04,19.7,6.1,8.5,0.71
CUCOSTA,Guazuma ulmifolia,C10-3-1342,1.35,13.1,7.9,7.9,0.55
CUCOSTA,Guazuma ulmifolia,C10-3-1343,3.14,20,5,9.6,0.39
CUCOSTA,Pithecellobium dulce,C10-3-1344,1.29,12.8,6.2,5.5,0.55
CUCOSTA,Guazuma ulmifolia,C10-3-1345,5.7,26.9,8,10,0.57
CUCOSTA,Guazuma ulmifolia,C10-3-1347,0.9,10.7,7.1,5,0.52
CUCOSTA,Guazuma ulmifolia,C10-3-1348,8.28,32.5,10.2,9.9,0.74
CUCOSTA,Spathodea campanulata,C10-3-135,3.4,20.8,6.9,3.6,0.32
CUCOSTA,Pithecellobium dulce,C10-3-1350,0.92,10.8,7.9,5.8,0.71
CUCOSTA,Capparis flexuosa,C10-3-1351,0.85,10.4,2.2,7.4,0.76
CUCOSTA,Pithecellobium lanceolatum,C10-3-1352,0.53,8.2,4.7,6.9,0.17
CUCOSTA,Pithecellobium dulce,C10-3-1353,1.94,15.7,6.6,8.6,0.7
CUCOSTA,Guazuma ulmifolia,C10-3-1354,4.6,24.2,15.2,10.9,0.81
CUCOSTA,Guazuma ulmifolia,C10-3-1355,2.27,17,7.5,6.5,0.52
CUCOSTA,Pithecellobium dulce,C10-3-1356,0.5,8,3.1,2.4,0.67
CUCOSTA,Pithecellobium dulce,C10-3-1357,0.41,7.2,2.8,2.3,0.64
CUCOSTA,Guazuma ulmifolia,C10-3-1358,0.61,8.8,3.9,2.7,0.45
CUCOSTA,Guazuma ulmifolia,C10-3-1359,0.33,6.5,3,3.8,0.85
CUCOSTA,Tabebuia rosea,C10-3-136,6.38,28.5,13.3,9.6,0.71
CUCOSTA,Guazuma ulmifolia,C10-3-1360,0.45,7.6,5.8,5.9,0.8
CUCOSTA,Guazuma ulmifolia,C10-3-1361,0.22,5.3,2.4,4,0.57
CUCOSTA,Guazuma ulmifolia,C10-3-1362,0.2,5.1,3,1.8,0.66
CUCOSTA,Guazuma ulmifolia,C10-3-1363,0.82,10.2,2.7,4.1,0.91
CUCOSTA,Guazuma ulmifolia,C10-3-1364,0.25,5.6,4.6,1.9,0.76
CUCOSTA,Randia aff. aculeata,C10-3-1365,0.2,5,2.7,5.5,0.53
CUCOSTA,Guazuma ulmifolia,C10-3-1366,0.2,5,3.8,4.7,0.67
CUCOSTA,Bursera simaruba,C10-3-1367,0.2,5,2.4,2.8,0.82
CUCOSTA,Guazuma ulmifolia,C10-3-1368,0.21,5.2,3,4.5,0.76
CUCOSTA,Guazuma ulmifolia,C10-3-1369,0.26,5.7,2.5,4.3,0.46
CUCOSTA,Salix bonplandiana,C10-3-137,21.12,51.9,9.9,15,0.57
CUCOSTA,Guazuma ulmifolia,C10-3-1370,0.59,8.7,3.5,4.1,0.3
CUCOSTA,Guazuma ulmifolia,C10-3-1371,0.68,9.3,6.5,3.5,0.66
CUCOSTA,Guazuma ulmifolia,C10-3-1372,0.72,9.6,3.8,2.7,0.6
CUCOSTA,Guazuma ulmifolia,C10-3-1373,0.28,6,4.6,5.3,0.88
CUCOSTA,Guazuma ulmifolia,C10-3-1374,0.31,6.3,3.8,1.8,0.6
CUCOSTA,Salix bonplandiana,C10-3-1375,8.17,32.3,7.3,9,0.6
CUCOSTA,Guazuma ulmifolia,C10-3-1376,0.33,6.5,4.4,8.5,0.46
CUCOSTA,Guazuma ulmifolia,C10-3-1377,0.47,7.7,4.7,5,0.75
CUCOSTA,Guazuma ulmifolia,C10-3-1379,0.21,5.2,6.7,4.6,0.21
CUCOSTA,Guazuma ulmifolia,C10-3-138,1.62,14.3,10.5,8.4,0.64
CUCOSTA,Guazuma ulmifolia,C10-3-1380,0.54,8.3,5,4.5,0.96
CUCOSTA,Acacia hindsii,C10-3-1381,3.89,22.3,8,11.5,0.85
CUCOSTA,Pithecellobium dulce,C10-3-1382,18.93,49.1,19.4,18.5,0.53
CUCOSTA,Bursera simaruba,C10-3-1383,0.54,8.3,5.6,4.6,0.68
CUCOSTA,Guazuma ulmifolia,C10-3-1384,0.23,5.4,3.7,5,0.68
CUCOSTA,Guazuma ulmifolia,C10-3-1385,0.33,6.5,6.2,2,0.8
CUCOSTA,Guazuma ulmifolia,C10-3-1388,0.54,8.3,3.2,4.2,0.85
CUCOSTA,Guazuma ulmifolia,C10-3-1389,0.36,6.8,5.3,3.2,0.56
CUCOSTA,Guazuma ulmifolia,C10-3-139,0.26,5.8,4,3.3,0.55
CUCOSTA,Guazuma ulmifolia,C10-3-1390,0.35,6.7,4.1,4.5,0.63
CUCOSTA,Guazuma ulmifolia,C10-3-1391,0.47,7.7,4.8,4.4,0.65
CUCOSTA,Guazuma ulmifolia,C10-3-1392,1.39,13.3,6.6,6.8,0.86
CUCOSTA,Guazuma ulmifolia,C10-3-1393,0.34,6.6,5.3,4.8,0.44
CUCOSTA,Guazuma ulmifolia,C10-3-1394,0.65,9.1,5.9,5.7,0.84
CUCOSTA,Pithecellobium lanceolatum,C10-3-1395,17.77,47.6,11.6,15.8,0.61
CUCOSTA,Pithecellobium lanceolatum,C10-3-1396,1.25,12.6,10,6.8,0.71
CUCOSTA,Guazuma ulmifolia,C10-3-1397,0.54,8.3,3.2,4.7,0.35
CUCOSTA,Guazuma ulmifolia,C10-3-1398,0.83,10.3,8.5,6.4,0.91
CUCOSTA,Guazuma ulmifolia,C10-3-1399,1.41,13.4,8.4,6.4,0.3
CUCOSTA,Pithecellobium dulce,C10-3-14,7.8,31.5,3.5,10.2,0.31
CUCOSTA,Guazuma ulmifolia,C10-3-140,0.22,5.3,4.4,3.3,0.34
CUCOSTA,Guazuma ulmifolia,C10-3-1400,0.55,8.4,9.8,3.8,0.8
CUCOSTA,Guazuma ulmifolia,C10-3-1401,1.35,13.1,10.2,6.2,0.73
CUCOSTA,Guazuma ulmifolia,C10-3-1402,0.68,9.3,6.8,5,0.6
CUCOSTA,Guazuma ulmifolia,C10-3-1403,1.02,11.4,8.9,5,0.6
CUCOSTA,Guazuma ulmifolia,C10-3-1404,1.7,14.7,11.7,5.8,0.77
CUCOSTA,Guazuma ulmifolia,C10-3-1405,0.36,6.8,6.4,4.7,0.92
CUCOSTA,Guazuma ulmifolia,C10-3-1406,0.5,8,10,6,0.87
CUCOSTA,Guazuma ulmifolia,C10-3-1407,0.71,9.5,5.1,3.7,0.72
CUCOSTA,Guazuma ulmifolia,C10-3-1408,1.31,12.9,8.9,7.3,0.85
CUCOSTA,Guazuma ulmifolia,C10-3-1409,0.22,5.3,5.2,4.3,0.69
CUCOSTA,Acacia macracantha,C10-3-141,7.15,30.2,8.3,13,0.17
CUCOSTA,Guazuma ulmifolia,C10-3-1410,0.4,7.1,5.1,4,0.63
CUCOSTA,Guazuma ulmifolia,C10-3-1411,0.74,9.7,4.2,4.8,0.72
CUCOSTA,Guazuma ulmifolia,C10-3-1412,0.58,8.6,4.8,3.5,0.83
CUCOSTA,Guazuma ulmifolia,C10-3-1413,0.35,6.7,6.1,3.5,0.92
CUCOSTA,Guazuma ulmifolia,C10-3-1414,0.5,8,5,2.8,0.93
CUCOSTA,Guazuma ulmifolia,C10-3-1415,0.25,5.6,4.8,3.5,0.83
CUCOSTA,Guazuma ulmifolia,C10-3-1416,0.87,10.5,4.5,5.1,0.27
CUCOSTA,Guazuma ulmifolia,C10-3-1417,0.32,6.4,4.7,2,0.8
CUCOSTA,Guazuma ulmifolia,C10-3-1418,1.08,11.7,5,6.3,0.83
CUCOSTA,Guazuma ulmifolia,C10-3-1419,0.35,6.7,4.2,3.7,0.86
CUCOSTA,Salix bonplandiana,C10-3-142,0.87,10.5,6.6,5,0.55
CUCOSTA,Guazuma ulmifolia,C10-3-1420,0.5,8,4,2.3,0.6
CUCOSTA,Guazuma ulmifolia,C10-3-1421,2.75,18.7,9.4,7.1,0.87
CUCOSTA,Guazuma ulmifolia,C10-3-1422,6.97,29.8,9.3,15.1,0.74
CUCOSTA,Guazuma ulmifolia,C10-3-1423,0.27,5.9,3.2,4.5,0.6
CUCOSTA,Pithecellobium lanceolatum,C10-3-1424,0.24,5.5,5,2,0.31
CUCOSTA,Pithecellobium lanceolatum,C10-3-1425,0.25,5.6,6.5,1.8,0.66
CUCOSTA,Tabebuia rosea,C10-3-143,2.66,18.4,9.2,6.1,0.39
CUCOSTA,Pithecellobium lanceolatum,C10-3-1431,1.34,13,6.4,6.5,0.52
CUCOSTA,Pithecellobium lanceolatum,C10-3-1432,2.14,16.5,10,7.6,0.44
CUCOSTA,Pithecellobium lanceolatum,C10-3-1433,2.38,17.4,8,5.5,0.55
CUCOSTA,Pithecellobium lanceolatum,C10-3-1437,2.09,16.3,7.4,6.3,0.38
CUCOSTA,Pithecellobium lanceolatum,C10-3-1438,0.33,6.5,8.8,4.4,0.36
CUCOSTA,Pithecellobium lanceolatum,C10-3-1439,2.19,16.7,4.8,6.6,0.34
CUCOSTA,Guazuma ulmifolia,C10-3-144,9.82,35.4,4.2,8.4,0.26
CUCOSTA,Acacia macracantha,C10-3-1440,4.48,23.9,3,8.7,0.39
CUCOSTA,Pithecellobium lanceolatum,C10-3-1441,6.03,27.7,8.6,10.6,0.3
CUCOSTA,Guazuma ulmifolia,C10-3-1442,1.01,11.3,1.5,6.1,0.8
CUCOSTA,Pithecellobium lanceolatum,C10-3-1443,0.21,5.2,3.6,3.1,0.84
CUCOSTA,Guazuma ulmifolia,C10-3-1444,7.77,31.5,6.5,9,0.83
CUCOSTA,Pithecellobium lanceolatum,C10-3-1445,0.91,10.8,3.4,5.6,0.77
CUCOSTA,Enterolobium cyclocarpum,C10-3-1446,0.64,9,6.2,6,0.39
CUCOSTA,Acacia macracantha,C10-3-1447,0.43,7.4,2.9,5.4,0.69
CUCOSTA,Pithecellobium lanceolatum,C10-3-1448,5.33,26.1,,6.1,0.25
CUCOSTA,Guazuma ulmifolia,C10-3-1449,1.04,11.5,5.4,6.9,0.81
CUCOSTA,Guazuma ulmifolia,C10-3-145,0.31,6.3,5.1,4.9,0.56
CUCOSTA,Guazuma ulmifolia,C10-3-1450,0.71,9.5,7.3,5.6,0.63
CUCOSTA,Guazuma ulmifolia,C10-3-1451,0.28,6,6.3,5.6,0.63
CUCOSTA,Guazuma ulmifolia,C10-3-1452,1.12,12,10,7,0.65
CUCOSTA,Guazuma ulmifolia,C10-3-1453,0.21,5.2,3.6,6,0.46
CUCOSTA,Guazuma ulmifolia,C10-3-1454,0.25,5.6,4.3,5.4,0.69
CUCOSTA,Guazuma ulmifolia,C10-3-1455,0.72,9.6,1.8,5.9,0.67
CUCOSTA,Guazuma ulmifolia,C10-3-1456,0.25,5.6,4.2,2.8,0.36
CUCOSTA,Guazuma ulmifolia,C10-3-1457,1.06,11.6,3.2,6.9,0.24
CUCOSTA,Pithecellobium dulce,C10-3-1458,5.31,26,7.7,10.5,0.42
CUCOSTA,Pithecellobium lanceolatum,C10-3-1459,0.32,6.4,6,4.3,0.53
CUCOSTA,Guazuma ulmifolia,C10-3-146,3.63,21.5,7.7,8.6,0.48
CUCOSTA,Acacia macracantha,C10-3-1460,1.02,11.4,6.8,6.4,0.78
CUCOSTA,Guazuma ulmifolia,C10-3-1461,0.37,6.9,9.1,7.3,0.39
CUCOSTA,Guazuma ulmifolia,C10-3-1462,0.79,10,9.5,6.7,0.76
CUCOSTA,Guazuma ulmifolia,C10-3-1463,1.77,15,9.5,6.8,0.75
CUCOSTA,Guazuma ulmifolia,C10-3-1464,0.33,6.5,5.5,4.3,0.53
CUCOSTA,Guazuma ulmifolia,C10-3-1465,0.38,7,6.3,5,0.74
CUCOSTA,Guazuma ulmifolia,C10-3-1466,0.95,11,7.5,5.4,0.56
CUCOSTA,Guazuma ulmifolia,C10-3-1467,0.69,9.4,10.1,6.5,0.24
CUCOSTA,Pithecellobium lanceolatum,C10-3-1468,5.09,25.4,9.6,10.8,0.3
CUCOSTA,Pithecellobium lanceolatum,C10-3-1469,4.05,22.7,12,7.9,0.79
CUCOSTA,Guazuma ulmifolia,C10-3-147,1.32,13,6.1,6.3,0.66
CUCOSTA,Acacia macracantha,C10-3-1470,0.38,7,3.8,6,0.7
CUCOSTA,Acacia macracantha,C10-3-1471,1.58,14.2,7.4,7.3,0.71
CUCOSTA,Acacia macracantha,C10-3-1472,2.18,16.7,8.3,7.9,0.85
CUCOSTA,Acacia macracantha,C10-3-1473,1.59,14.2,5.4,8.3,0.76
CUCOSTA,Acacia macracantha,C10-3-1474,0.53,8.2,7.8,6.2,0.77
CUCOSTA,Enterolobium cyclocarpum,C10-3-1475,3.91,22.3,12.7,9.1,0.25
CUCOSTA,Acacia macracantha,C10-3-1476,6.21,28.1,8.1,10.8,0.8
CUCOSTA,Guazuma ulmifolia,C10-3-1477,1.75,14.9,7.9,8.3,0.46
CUCOSTA,Enterolobium cyclocarpum,C10-3-1478,1.29,12.8,4.5,5.3,0.79
CUCOSTA,Enterolobium cyclocarpum,C10-3-1479,0.71,9.5,4.9,3.8,0.52
CUCOSTA,Guazuma ulmifolia,C10-3-148,0.2,5,5.3,2.4,0.47
CUCOSTA,Acacia macracantha,C10-3-1480,0.88,10.6,4.6,5.3,0.42
CUCOSTA,Guazuma ulmifolia,C10-3-1481,0.74,9.7,7.2,5.8,0.31
CUCOSTA,Guazuma ulmifolia,C10-3-1482,1.81,15.2,8,7,0.45
CUCOSTA,Pithecellobium lanceolatum,C10-3-1483,0.23,5.4,3.7,1.8,0.66
CUCOSTA,Pithecellobium lanceolatum,C10-3-1484,2.16,16.6,5.2,5.9,0.26
CUCOSTA,Pithecellobium lanceolatum,C10-3-1485,0.86,10.5,4.5,3.4,0.59
CUCOSTA,Pithecellobium lanceolatum,C10-3-1486,0.76,9.9,7.6,5.7,0.59
CUCOSTA,Pithecellobium lanceolatum,C10-3-1487,1.3,12.9,7.9,6.9,0.29
CUCOSTA,Pithecellobium lanceolatum,C10-3-1488,5.59,26.7,4.7,8.9,0.62
CUCOSTA,Acacia macracantha,C10-3-1489,2.72,18.6,8.2,11.9,0.5
CUCOSTA,Salix bonplandiana,C10-3-149,3.08,19.8,12.2,7.8,0.22
CUCOSTA,Cordia alliodora,C10-3-1490,0.21,5.2,3.9,5.3,0.19
CUCOSTA,Acacia macracantha,C10-3-1491,1.54,14,11.6,7.3,0.71
CUCOSTA,Pithecellobium lanceolatum,C10-3-1492,0.72,9.6,6.8,7.3,0.32
CUCOSTA,Pithecellobium lanceolatum,C10-3-1493,0.38,7,6.9,6.8,0.46
CUCOSTA,Acacia macracantha,C10-3-1494,4.91,25,6.6,8.6,0.53
CUCOSTA,Acacia macracantha,C10-3-1495,0.38,7,3.4,4.9,0.89
CUCOSTA,Acacia macracantha,C10-3-1496,3.07,19.8,12.7,10.2,0.66
CUCOSTA,Acacia macracantha,C10-3-1497,0.8,10.1,6.4,7.5,0.91
CUCOSTA,Guazuma ulmifolia,C10-3-1498,1.25,12.6,11.3,5.7,0.4
CUCOSTA,Pithecellobium lanceolatum,C10-3-1499,0.2,5.1,5.8,3.6,0.68
CUCOSTA,Pithecellobium dulce,C10-3-15,5.54,26.6,8.1,9.7,0.55
CUCOSTA,Ficus benjamina,C10-3-150,24.19,55.5,6.1,10,0.36
CUCOSTA,Salix bonplandiana,C10-3-1500,16.92,46.4,19.1,8,0.27
CUCOSTA,Pithecellobium dulce,C10-3-1501,11.2,37.8,12.1,14,0
CUCOSTA,Pithecellobium dulce,C10-3-1502,16.27,45.5,14.2,12.1,0.18
CUCOSTA,Guazuma ulmifolia,C10-3-1503,1.77,15,12.1,8,0.86
CUCOSTA,Acacia macracantha,C10-3-1504,1.02,11.4,4.9,4.3,0.84
CUCOSTA,Guazuma ulmifolia,C10-3-1505,13.93,42.1,13.2,12.9,0.12
CUCOSTA,Pithecellobium lanceolatum,C10-3-1506,2.08,16.3,7.2,6.3,0.38
CUCOSTA,Pithecellobium lanceolatum,C10-3-1507,2.58,18.1,6.4,5.2,0.61
CUCOSTA,Salix bonplandiana,C10-3-1508,2.46,17.7,8.2,5.7,0.73
CUCOSTA,Pithecellobium lanceolatum,C10-3-1509,0.5,8,3.2,3.9,0.74
CUCOSTA,Ficus benjamina,C10-3-151,59.45,87,9.5,8.8,0.52
CUCOSTA,Salix bonplandiana,C10-3-1510,23.27,54.4,10.9,2.2,0.55
CUCOSTA,Pithecellobium lanceolatum,C10-3-1511,0.38,7,5.6,4.8,0.34
CUCOSTA,Acacia macracantha,C10-3-1512,1.36,13.1,6.9,7,0.57
CUCOSTA,Acacia macracantha,C10-3-1513,0.57,8.5,6,4.8,0.67
CUCOSTA,Pithecellobium lanceolatum,C10-3-1514,0.2,5,4.1,3.4,0.74
CUCOSTA,Pithecellobium lanceolatum,C10-3-1515,3.39,20.8,10.8,7.9,0.27
CUCOSTA,Pithecellobium lanceolatum,C10-3-1516,2.6,18.2,12,6.8,0.4
CUCOSTA,Acacia macracantha,C10-3-1517,8.31,32.5,5.5,10.8,0.6
CUCOSTA,Pithecellobium lanceolatum,C10-3-1518,0.66,9.2,4.2,5.5,0.58
CUCOSTA,Acacia macracantha,C10-3-1519,3.46,21,6.2,8,0.81
CUCOSTA,Ficus benjamina,C10-3-152,1.58,14.2,9.5,12,0.31
CUCOSTA,Guazuma ulmifolia,C10-3-1520,0.52,8.1,4.6,5.9,0.77
CUCOSTA,Guazuma ulmifolia,C10-3-1521,0.97,11.1,5.7,4.3,0.64
CUCOSTA,Guazuma ulmifolia,C10-3-1522,0.4,7.1,3.6,3.2,0.68
CUCOSTA,Guazuma ulmifolia,C10-3-1523,0.69,9.4,4.5,4.6,0.64
CUCOSTA,Guazuma ulmifolia,C10-3-1524,0.25,5.6,4.2,3.5,0.69
CUCOSTA,Guazuma ulmifolia,C10-3-1525,0.5,8,2.8,3.4,0.61
CUCOSTA,Guazuma ulmifolia,C10-3-1526,1.43,13.5,10,4.5,0.87
CUCOSTA,Acacia macracantha,C10-3-1527,0.48,7.8,3,4.9,0.2
CUCOSTA,Pithecellobium lanceolatum,C10-3-1528,1.65,14.5,5.4,6.5,0.89
CUCOSTA,Guazuma ulmifolia,C10-3-1529,3.82,22.1,8.9,7.3,0.51
CUCOSTA,Cocus nucifera,C10-3-153,6.2,28.1,9.9,8.9,0.52
CUCOSTA,Acacia macracantha,C10-3-1530,1.91,15.6,10.1,7.1,0.54
CUCOSTA,Guazuma ulmifolia,C10-3-1531,1.96,15.8,6.5,5.8,0.87
CUCOSTA,Acacia macracantha,C10-3-1532,0.35,6.7,5.5,5.1,0.6
CUCOSTA,Acacia macracantha,C10-3-1533,5.3,26,5.7,8,0.27
CUCOSTA,Acacia macracantha,C10-3-1534,4.84,24.8,6.4,10.9,0.91
CUCOSTA,Guazuma ulmifolia,C10-3-1535,10.98,37.4,6,10.5,0.65
CUCOSTA,Guazuma ulmifolia,C10-3-1536,4.69,24.4,5.2,8.1,0.47
CUCOSTA,Acacia macracantha,C10-3-1537,2.77,18.8,5.2,10.1,0.61
CUCOSTA,Pithecellobium lanceolatum,C10-3-1538,1.68,14.6,2.8,7.9,0.72
CUCOSTA,Pithecellobium lanceolatum,C10-3-1539,5.92,27.5,8.8,9,0.29
CUCOSTA,Cocus nucifera,C10-3-154,8.24,32.4,11.1,8.3,0.15
CUCOSTA,Acacia macracantha,C10-3-1540,1.87,15.4,2.6,7.2,0.32
CUCOSTA,Guazuma ulmifolia,C10-3-1541,1.84,15.3,4,7.1,0.17
CUCOSTA,Pithecellobium lanceolatum,C10-3-1542,0.64,9,7.7,5.6,0.36
CUCOSTA,Pithecellobium lanceolatum,C10-3-1543,252.78,179.4,10.1,12.9,0.36
CUCOSTA,Pithecellobium lanceolatum,C10-3-1544,7.34,30.6,8.3,12.6,0.73
CUCOSTA,Pithecellobium lanceolatum,C10-3-1545,12.84,40.4,13.6,14.9,0.46
CUCOSTA,Guazuma ulmifolia,C10-3-1546,3.14,20,7.2,6.7,0.49
CUCOSTA,Guazuma ulmifolia,C10-3-1547,0.74,9.7,5.9,5.7,0.19
CUCOSTA,Guazuma ulmifolia,C10-3-1548,0.5,8,4.8,5.5,0.79
CUCOSTA,Guazuma ulmifolia,C10-3-1549,0.65,9.1,5.3,4.4,0.75
CUCOSTA,Ceiba pentandra,C10-3-155,11.1,37.6,7.4,9.3,0.63
CUCOSTA,Acacia macracantha,C10-3-1550,2.44,17.6,4.7,6.5,0.41
CUCOSTA,Guazuma ulmifolia,C10-3-1551,0.65,9.1,6.7,6.6,0.91
